"","AS","BA","BB","BC","CA","CR","DA","FC","FV","GB","KC","MC","ML","OF","PC","PM","PR","PT","SB","SC","SH","SL","TB","WC","WF","WH"
"locus4438",0.7917,1,0.8,0.9091,1,0.8182,0.9,0.8571,0.8,1,1,1,1,0.8125,0.9091,0.9545,0.7778,1,0.75,0.7222,1,0.9545,0.8125,0.7778,0.85,0.9167
"locus4439",0.9167,0.7143,0.95,0.8182,0.7222,0.5909,1,0.9444,0.9545,0.75,0.6111,0.875,0.65,0.9375,0.7917,1,1,1,0.8571,0.9444,0.8571,1,1,0.75,0.8636,0.8636
"locus4440",0.9583,1,0.95,1,0.9444,0.9583,1,0.9375,1,1,0.95,1,0.95,1,0.9583,1,0.8889,1,1,1,0.9286,1,0.9,0.9,1,0.8333
"locus4441",0.625,0.75,0.6667,0.6,0.5714,0.8,1,0.5,0.6667,0.7857,0.9545,0.5714,0.9,0.6429,0.5,0.8636,0.5625,0.5,0.5,0.6875,0.75,0.4444,0.6875,0.7,0.3,0.45
"locus4442",0.6364,0.5833,0.75,0.5,0.4,0.5,0.5,0.6429,0.5625,0.5,0.5714,0.5,0.5556,0.5,0.5,0.4444,0.4375,0.5,0.5,0.5,0.5,0.65,0.5,0.5556,0.4444,0.4
"locus4443",0.7083,0.2857,0.65,0.6,0.2222,0.4583,0,0.3889,0.6818,0.375,0.45,0.5,0.3889,0.625,0.5417,0.1,0.7778,1,0.6875,0.5,0.6667,0.9091,0.7778,0.65,0.65,0.375
"locus4444",0,0.125,0.05,0.0455,0,0.0417,0.3,0.0556,0.0455,0.0714,0,0,0,0.0625,0.0417,0.55,0,0,0,0,0,0,0,0.05,0.0455,0.125
"locus4445",0.5714,1,0.9,0.5,0.6875,0.5,0.6,0.8333,0.95,0.5833,0.35,0.6667,0.1667,0.9167,0.8,0.2857,0.625,NA,1,1,1,0.8333,0.75,0.85,0.5,1
"locus4446",0.0417,0,0,0.1364,0,0,0.3,0,0.0909,0.0625,0,0,0,0.125,0.0417,0.0909,0,0,0.0625,0,0,0,0.15,0.1,0.0455,0.0417
"locus4447",1,1,0.95,1,1,1,1,0.9444,0.8182,1,1,0.9375,1,1,1,1,1,1,0.9375,1,0.9286,1,1,0.9,1,1
"locus4448",1,1,0.95,0.9545,1,0.9167,1,1,0.9091,1,0.9091,0.875,0.95,0.875,0.8333,1,1,0.6667,1,1,1,1,1,0.8125,1,1
"locus4449",1,1,1,1,0.9167,0.625,1,0.8889,1,0.9375,0.8182,1,0.85,1,1,0.9545,1,1,1,1,1,1,1,1,0.9545,0.9583
"locus4450",0,0.1429,0.2222,0,0,0.5,0,0,0.1364,0,0,0,0,0,0.1364,0,0,0,0.1429,0.1875,0,0.375,0,0.15,0.0455,0
"locus4451",1,1,0.95,0.95,1,1,1,1,0.9545,1,1,1,0.95,1,0.9583,0.9091,0.9444,1,1,1,1,1,0.9,0.95,0.9545,1
"locus4452",1,0.8125,1,0.9545,1,0.9583,0.9,1,1,1,0.9545,1,1,1,0.9583,0.8333,1,1,1,1,1,1,0.95,1,1,1
"locus4453",0,0,0.05,0.2273,0,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556,0,0,0
"locus4454",0.625,0.6875,0.75,0.5909,0.6875,0.75,0.9,0.6667,0.7222,0.6875,0.5,0.7857,0.7857,0.6875,0.75,0.8182,0.7222,1,0.8125,0.9444,0.5,0.7,0.7,0.6111,0.6364,0.6364
"locus4455",0.8333,0.9375,0.95,0.7273,0.9444,1,0.9,1,0.9545,0.9375,1,1,0.85,1,0.9091,1,0.875,1,0.9375,1,1,0.9545,0.8889,0.8,0.8,1
"locus4456",0.2273,0,0.15,0.1,0,0.0417,0,0.0556,0.1364,0.0625,0,0.1875,0,0,0,0,0.1111,0,0.1875,0.0556,0,0.0909,0.3,0,0.0909,0
"locus4457",0.95,0.9375,1,0.7,1,1,0.5,1,0.9545,1,1,0.9375,1,0.9375,0.9167,0.55,0.7857,1,1,0.9444,1,1,0.9286,1,0.9545,1
"locus4458",0.9583,0.9375,0.9,1,1,1,1,1,0.9091,1,1,1,1,0.9375,0.8636,1,1,1,0.8333,0.9444,1,1,0.95,0.85,1,1
"locus4459",0.6364,0.5625,0.65,0.5,0.7222,0.5417,0.25,0.8333,0.7727,0.5,0.7778,0.7857,1,0.6875,0.625,0.125,0.5625,0.75,0.5,0.625,1,0.3182,0.6,0.85,0.7,0.8333
"locus4460",0.875,1,0.95,1,1,1,1,1,1,1,1,1,0.9,0.9375,1,0.9545,0.9444,1,1,1,1,0.9545,1,0.95,1,1
"locus4461",0.3,0.125,0.2222,0.25,0,0.0833,0.375,0.125,0.1875,NA,0.1667,0,0.25,0.5,0.2273,0.35,0.6429,0.25,0.3571,0.5,0.125,0.4375,0.4167,0.25,0.5,0.1
"locus4462",0.7222,1,0.95,0.7857,1,0.9583,1,0.8333,1,1,1,0.9375,1,0.8571,0.9583,1,0.7222,0.8333,0.9375,1,0.9286,0.9545,0.8333,1,0.9,0.9167
"locus4463",0.8333,0.7857,0.8333,0.7222,0.9444,0.8333,1,1,0.8889,0.875,0.8125,0.9375,0.9444,0.75,0.8333,0.9091,0.9375,1,0.7857,0.9375,0.9,1,0.9444,0.75,0.95,0.9167
"locus4464",1,1,0.95,1,1,0.9583,1,0.9444,1,0.875,1,0.9375,1,1,1,1,0.8125,1,1,1,0.9286,0.6818,0.85,1,1,1
"locus4465",1,1,1,0.9545,1,0.875,1,1,1,1,1,0.9375,1,0.875,0.9167,1,1,1,0.8125,1,0.9286,1,1,0.85,1,1
"locus4466",0.8333,1,1,1,1,0.9545,1,0.9444,1,1,1,0.9375,1,1,1,1,0.8889,1,1,1,1,0.9545,0.9,1,0.9545,1
"locus4467",0.7,0.9167,0.2857,0.95,0.875,0.95,1,0.8125,0.25,1,0.9,0.875,0.85,0.7143,0.5625,1,1,0.8333,0.4167,0.8333,0.5,0.5625,0.8333,0.5714,1,0.5909
"locus4468",0.6818,0.9375,1,0.8333,1,1,1,1,1,1,1,1,1,0.875,0.9167,0.9545,0.7143,1,1,1,1,0.8889,1,1,1,1
"locus4469",0.85,0.6667,0.5833,0.6111,0.9375,0.9444,1,0.9375,1,1,0.85,0.75,0.9375,0.9167,0.85,1,0.7778,0.8333,0.7143,1,0.8333,0.95,0.8125,0.6875,0.5714,0.9583
"locus4470",1,1,0.95,1,1,0.9583,0.4,1,0.9,1,1,1,1,1,1,0.65,0.8333,1,1,0.8889,1,1,0.95,0.95,0.9545,1
"locus4471",0,0,0.05,0.0909,0.1111,0,0,0.25,0.1364,0,0,0,0,0,0.0417,0,0.5,0.1667,0,0,0.25,0.0455,0.125,0.05,0.125,0.1429
"locus4472",0.9583,0.8571,0.9,1,0.7857,0.5556,1,0.9444,0.9545,1,1,1,1,0.8333,0.9583,1,1,1,0.9375,1,1,1,0.95,0.9444,0.8636,0.7727
"locus4473",0.4583,0.8125,0.9286,0.45,0.8889,0.7778,0.9,0.5714,0.6818,0.7143,0.8636,0.6667,1,0.5714,0.6111,0.9091,0.5,0.5,0.625,0.7778,0.75,0.85,0.55,0.7,0.65,0.75
"locus4474",0.6364,0.9167,0.875,0.9375,1,1,0.9,1,0.5714,0.75,0.95,1,1,0.9375,0.7,0.9545,0.5,0.8333,0.7,0.8333,1,0.8571,0.6429,0.5,0.3333,1
"locus4475",0.7273,1,0.95,0.875,0.9444,1,1,1,1,1,1,0.875,0.95,1,0.9583,1,1,0.8333,0.9375,1,1,0.8182,0.6875,1,0.9444,0.9167
"locus4476",0.9583,0.9375,0.95,1,0.8333,0.75,0.8,0.9444,1,0.7857,0.8182,1,0.875,0.875,0.9583,0.9091,1,1,1,0.8333,0.7857,1,0.95,0.7222,0.95,1
"locus4477",1,0.9167,0.95,1,0.7857,0.8,1,0.875,0.8636,1,1,0.875,0.875,0.9375,0.9583,1,1,0.8333,0.875,1,0.9,1,1,1,0.9545,0.95
"locus4478",1,1,1,1,1,0.9583,0.7,0.9444,1,1,1,1,1,0.875,0.9583,1,1,1,1,0.9375,0.9286,1,1,0.95,1,1
"locus4479",0.2778,0.7857,0.8125,0.5,1,1,0,0.75,0.5,0.1667,1,0.75,1,0.6,0.5909,0,0.25,0.6667,0.5,0.4286,0.9167,0.5,0.25,0.5833,0.6,0.9545
"locus4480",0,0,0,0,0,0,0,0.125,0,0.125,0,0,0,0.0625,0.1667,0,0,0,0.125,0.0556,0.0714,0,0.05,0.05,0,0.0417
"locus4481",0.7143,0.9375,0.8571,1,1,1,0.4,0.9444,0.7273,0.8571,0.9545,0.9286,1,0.5714,0.8,0.55,0.875,0.6667,0.8125,0.625,0.8571,0.9,0.6875,0.7,0.8182,1
"locus4482",0.4583,0.3571,0.25,0.3182,0.25,0.2727,0.6667,0.0556,0.0455,0,0.3182,0.0625,0.4444,0.375,0.2273,0.5,0.375,0,0.25,0.25,0.1429,0.5,0.45,0,0.2727,0.0833
"locus4483",1,0.9375,0.9,1,1,1,1,1,0.9091,1,1,1,1,0.9375,0.9583,1,1,1,1,0.8889,0.9286,0.9545,1,1,0.7273,0.7917
"locus4484",1,1,1,0.9545,1,1,1,1,0.9091,1,1,0.9375,1,0.9375,0.9583,1,0.9444,1,1,0.9444,1,1,0.9,1,0.9545,1
"locus4485",1,0.9375,0.95,0.9091,0.9444,1,1,1,1,0.625,0.9545,1,1,0.9375,1,1,1,1,0.9375,1,1,1,1,1,1,1
"locus4486",0.3571,0.3333,0.3571,0.5,0.9286,0.625,0.5,0.6667,0.5,0.25,0.8889,0.6875,0.8889,0.5,0.4375,0.65,0.5,0.25,0.4167,0.625,0.9,0.4444,0.6875,0.5833,0.3333,1
"locus4487",0.8125,0.875,0.95,0.5833,1,0.8636,0.5,0.8333,0.85,1,0.9091,0.9167,0.95,1,0.9091,0.5,0.625,1,0.875,0.8333,0.7857,0.8333,0.8571,1,0.75,0.75
"locus4488",0.4286,0.3,0.5,0.4444,0.25,0.375,0.625,0.5,0.5,0.2,0.125,0.3571,0.0625,0.4167,0.4545,0.55,0.5833,0.25,0.4167,0.375,0.3,0,0.3333,0.2,0.5714,0.25
"locus4489",0,0.25,0,0,0.5833,0.7,0,0.1111,0,0.0625,0.3889,0.125,0.8889,0,0.0417,0.0455,0,0,0,0,0,0.0455,0.0556,0.05,0.2143,0.2917
"locus4490",0.05,0,0.1667,0.0625,0,0.1667,0,0.25,0.3,0.125,0,0.25,0,0.1667,0.125,0,0.25,0,0.0714,0.0714,0,0.375,0.0556,0.1429,0.3333,0.0625
"locus4491",0.8333,0.9375,1,1,0.9444,1,1,0.9444,1,1,1,1,1,1,1,1,0.8889,1,0.9375,1,0.9286,0.7273,0.9,0.9,0.9091,0.9583
"locus4492",0,0,0.05,0,0.0556,0.0417,0,0,0,0.3,0,0,0,0,0,0.1875,0,0,0.125,0,0,0,0,0,0,0
"locus4493",1,1,1,1,1,0.75,1,1,0.9545,1,0.7727,1,0.85,0.9375,1,1,1,1,1,1,0.8333,1,1,0.9444,1,0.9583
"locus4494",0,0,0,0,0,0,0,0,0,0.125,0.0909,0,0.1,0,0,0.0455,0,0,0.0625,0,0.0714,0,0.05,0,0.0455,0.0417
"locus4495",0.8333,0.9286,0.9,0.7,0.5556,0.9,0.6667,0.5,0.95,0.7,0.9,0.75,0.875,1,0.8889,1,0.8125,1,0.8125,0.9167,0.375,0.5625,0.7,0.8125,0.6429,0.4375
"locus4496",0.9583,0.9286,0.85,0.9091,0.7143,0.6111,1,0.7778,0.9091,1,0.5909,0.9286,0.7778,0.875,0.8636,1,0.9444,1,0.8571,0.9444,0.875,0.9545,0.75,0.875,0.95,0.75
"locus4497",1,1,0.95,1,0.9444,1,1,1,1,1,1,1,0.95,1,1,0.9545,0.9444,1,0.9375,0.7222,1,0.9091,1,1,1,1
"locus4498",0.9583,1,1,1,1,1,1,1,0.9545,0.875,1,1,1,1,1,1,0.8333,0.8333,1,1,0.8571,0.9545,0.75,1,0.9545,1
"locus4499",1,1,0.9,1,1,0.9583,1,1,0.9545,1,1,1,1,1,1,1,1,1,0.9375,1,1,1,0.95,0.9,0.9091,1
"locus4500",1,0.9375,1,1,0.9375,0.875,1,0.75,0.9545,1,1,1,0.95,0.875,1,1,1,1,0.9375,1,0.8571,1,1,1,1,0.9286
"locus4501",0.9167,1,0.95,0.9545,1,0.8333,1,0.8889,1,1,0.8333,1,0.9,1,0.875,1,1,1,0.9375,0.9444,1,1,0.9,1,1,1
"locus4502",0.7727,1,0.95,1,1,1,1,0.9444,0.8636,1,1,0.875,1,1,0.9167,1,0.8571,1,1,0.9444,1,0.9545,1,1,0.9,1
"locus4503",0.9583,1,0.85,1,0.9444,0.875,1,0.9444,0.8636,0.875,1,1,1,1,0.8333,0.9545,1,1,1,1,0.9286,1,1,0.9,0.8636,1
"locus4504",0.125,0.1,0.05,0.0909,0.1875,0.3125,0,0,0,0,0.3125,0,0.0625,0.0625,0,0,0.0556,0,0,0.125,0,0,0.15,0.15,0.2222,0.1111
"locus4505",0.875,0.875,0.95,1,0.8889,0.75,1,1,0.9091,0.9286,1,0.9,0.8125,1,0.9583,1,0.6667,1,0.875,1,0.9286,0.8889,0.8125,1,0.7222,0.9091
"locus4506",0.3182,0,0,0.3889,0,0,0,0.0556,0,0.125,0.0455,0.5,0.05,0.125,0.0417,0.0455,0.25,0.3333,0.1875,0.3889,0.1667,0.85,0.5714,0,0.4545,0.0417
"locus4507",0.9583,1,0.95,0.8636,1,0.9583,1,1,0.9545,1,1,1,1,0.9375,0.7917,1,0.9444,0.6667,0.9375,0.8333,1,1,1,1,0.6364,1
"locus4508",1,1,0.95,1,1,0.9583,1,0.7778,1,1,0.9091,1,1,0.875,1,1,1,1,0.9286,0.9444,1,1,0.95,0.95,1,0.9583
"locus4509",0.5556,0.6,0.4167,0.5,0.7,0.7,0.3,0.5714,0.5556,0.375,0.85,0.6429,0.8,0.5,0.6,0.15,0.625,0.5,0.625,0.5,0.4,0.9,0.7,0.55,0.7,0.8
"locus4510",0.875,1,0.9,1,0.9375,1,1,1,0.9091,1,0.9545,1,1,1,0.9583,1,1,1,1,0.9444,1,1,1,1,1,1
"locus4511",1,1,0.8,1,1,1,1,0.9444,0.9545,0.9375,1,1,1,0.9375,0.75,1,1,1,0.6875,1,1,0.9545,1,1,1,1
"locus4512",1,0.9375,0.95,1,1,0.9583,0.8,1,1,0.9375,1,1,1,1,1,0.9,0.8889,0.8333,1,0.9286,1,1,1,1,1,1
"locus4513",0.4444,0.2143,0.5714,0.5,0.1875,0.2273,0,0.25,0.5,0.4,0.1364,0.3333,0.1,0.3571,0.5417,0.2727,0.5,1,0.5,0.3571,0.5,0.5,0.4375,0.5,0.3,0.35
"locus4514",0.9091,0.6429,0.75,0.75,1,0.7917,0.8,1,0.9,0.5714,0.8182,0.7857,0.875,0.75,0.9167,0.75,0.9286,1,1,1,1,0.8889,0.7778,1,0.75,0.95
"locus4515",1,0.9286,1,0.9545,1,1,1,0.9444,0.9545,1,1,1,1,1,1,1,1,1,1,0.8889,1,0.25,1,0.95,0.9545,0.9167
"locus4516",0.6818,0.5714,0.7778,0.6364,0.4444,0.3182,0.6667,0.2857,0.4,0.4,0.65,0.6429,0.65,0.625,0.5,0.9167,0.7222,0.6667,0.6875,0.3889,0.6667,0.5909,0.7778,0.5,0.45,0.125
"locus4517",0.9583,1,0.95,1,1,1,1,0.9444,0.9545,1,0.9545,0.9375,1,0.875,0.875,1,0.9444,1,0.875,0.9444,1,1,1,1,0.9091,1
"locus4518",0.8333,0.6429,0.6429,0.7222,0.8889,0.9583,0.625,0.875,0.5455,0.5,0.9545,1,0.9,0.5714,0.75,0.625,0.3333,0.25,0.7143,0.8333,0.9,0.5,0.625,0.6875,1,0.875
"locus4519",0.75,1,0.95,0.9545,1,1,1,1,1,1,1,1,1,1,1,1,0.9444,1,1,1,1,0.9545,1,0.9,1,1
"locus4520",0.5,0.5,0.25,0.75,1,0.9167,0.3,0.3,0.1667,0.7143,0.9091,0.8333,0.95,0.7857,0.3333,0,0.4,NA,0.2857,0.25,0.6,0.75,0.8,0.5556,0.7778,0.7857
"locus4521",0.5,0.5,0.5,0.5,0.6667,0.6364,1,0.6667,0.65,0.8333,0.6667,0.875,0.5,0.5,0.6364,0.9545,0.7143,0.5,0.7857,0.7,0.8,0.5625,0.55,0.5,0.5556,0.8
"locus4522",0.6875,0.5714,0.4444,0.5,0.4167,0.6111,1,0.9,0.4545,0.5,0.3889,0.5,0.4444,0.8571,0.4091,0.7222,0.9,0.5,0.5,0.6667,0.6667,0.5,0.7778,0.5,0.7,0.9167
"locus4523",1,0.75,0.95,1,0.875,0.8636,1,0.9444,1,1,1,1,1,1,0.9167,1,1,1,1,1,1,1,0.95,1,0.8636,0.9583
"locus4524",1,1,0.9444,1,1,1,1,1,0.7727,1,1,1,1,0.9375,0.9091,0.95,1,1,0.8571,0.7778,1,1,1,0.9375,0.9091,1
"locus4525",1,1,0.8889,0.9,1,0.9583,1,0.9375,1,1,1,1,1,1,1,1,1,1,0.875,1,1,1,0.95,1,0.9545,1
"locus4526",1,1,1,1,1,1,0.9,0.9444,1,0.9375,1,1,1,1,0.8333,1,1,1,1,0.9444,0.8333,1,0.95,1,1,1
"locus4527",1,0.9375,0.95,0.9545,1,1,1,1,1,1,0.9545,1,0.85,0.8125,0.9583,1,1,1,0.75,1,0.9286,1,0.8,1,1,1
"locus4528",1,0.8,0.9,0.8636,0.8571,0.8,0.9,0.8889,0.9545,0.8571,0.3333,1,0.5,0.9375,0.8333,1,1,1,0.8125,1,1,1,1,1,1,1
"locus4529",0.9583,1,1,1,1,0.875,1,1,1,1,0.8182,1,0.8571,1,1,1,0.8889,1,1,1,1,1,1,0.95,0.8636,1
"locus4530",0.9091,0.0833,0.7,0.4444,0,0.125,0.8333,0,0.7143,0.5,0.0909,0.5,0,0.6,0.6667,0.9286,0.8125,1,0.625,0.6,0.625,1,0.5,0.6,0.6,0
"locus4531",0.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9444,1,1,1,1,0.4286,1,1,0.9545,1
"locus4532",0.1,0.2143,0.15,0.0909,0,0.1667,0,0.1111,0.1364,0.0625,0,0.125,0,0.0714,0,0,0,0,0.0625,0,0.1429,0,0,0.25,0,0.0417
"locus4533",1,0.8333,1,1,0.3571,0.45,1,0.8571,1,1,0.2222,1,0.5,1,0.9167,1,1,1,1,0.8333,0.9167,0.9545,0.8,1,0.7857,0.8333
"locus4534",0.375,0.6667,0.5714,0.75,0.7,0.8333,1,0.4286,0.4444,0.5,0.7857,0.8,0.7857,0.5,0.4444,0.125,0.5,1,0.5,0.4286,0.6667,0.5,0.6667,0.8125,0.5714,0.7857
"locus4535",0,0.0625,0.05,0,0.25,0.1111,0,0,0,0,0.0556,0.125,0.1875,0.0625,0,0,0,0,0.1875,0,0,0,0.05,0,0.0455,0.1111
"locus4536",0.2083,0.25,0.3,0.3636,0.3889,0.3,0.375,0.5,0.05,0,0.1818,0.1,0.2,0.3571,0.25,0.0455,0,0,0.3333,0.0556,0.125,0.0455,0.125,0,0.35,0.4167
"locus4537",0.9583,0.9375,0.8,0.9,0.9,0.875,1,0.8125,0.8636,1,0.85,0.875,0.8333,1,0.8333,0.9545,1,1,0.8125,0.9444,0.8,0.9545,1,0.9444,0.9545,0.75
"locus4538",0.9583,0.875,1,0.9545,0.4444,0.7,1,0.3125,0.9091,0.9375,0.9444,0.625,0.9375,1,0.9545,1,1,0.6667,0.9286,0.9444,0.7,0.9091,0.8889,0.95,0.8636,0.3333
"locus4539",0.7917,0.6667,0.95,0.85,0.6,0.6818,1,0.6111,0.8182,0.875,0.2727,0.7143,0.375,0.8125,0.75,0.8182,0.9444,0.8333,0.75,0.8333,0.5833,0.9545,0.95,0.85,0.6364,0.625
"locus4540",0.9545,0.875,0.95,0.8636,1,1,1,1,0.9545,1,0.9545,0.9375,1,1,0.9167,1,1,1,1,0.8333,0.8571,1,1,0.95,0.9091,1
"locus4541",0.7727,0.6429,0.85,0.8,1,0.8333,0.6,1,0.8182,0.5625,0.9091,0.6875,0.9444,0.7857,0.875,0.75,0.5714,0.75,0.7857,0.6111,1,0.8333,1,0.8125,0.8333,0.9167
"locus4542",0.4091,0.5833,0.625,0.4444,0.625,0.55,0,0.3571,0.5,0.5,0.8889,0.5,0.75,0.4167,0.8571,0.0455,0.4286,0.5,0.5833,0.375,0.5,0.1875,0.5,0.5,0.5,0.5
"locus4543",0.8636,0.9375,0.95,0.7727,0.7778,0.9167,1,1,0.9091,0.8571,0.9091,1,1,0.875,1,0.8,0.8333,0.8333,1,0.7222,1,0.9545,0.9,0.8889,1,1
"locus4544",0.25,0.3125,0.35,0.3636,0.5,0.4583,0,0.4375,0.5,0.4375,0.6364,0.4375,0.6,0.3125,0.4583,0,0.4444,1,0.4286,0.2222,0.5714,0.2727,0.3,0.2,0.3,0.1364
"locus4545",0.5833,0.5714,0.8,0.55,0.3125,0.7727,0,0.7222,0.6818,0.375,0.5,0.7143,0.5,0.5,0.8333,0.05,0.5625,0.5,0.8571,0.7857,0.7857,0.5909,0.65,0.5556,0.7,0.8333
"locus4546",0.8636,1,0.95,0.8,1,0.9583,0.3333,1,0.85,1,1,1,1,0.8125,0.8636,0.5556,0.9444,0.8333,0.875,0.875,1,0.9545,0.95,0.8,0.95,1
"locus4547",1,1,0.95,0.8636,1,1,1,1,1,1,1,1,1,1,1,1,0.8889,1,0.9375,1,1,1,0.9,0.95,0.9091,1
"locus4548",0.8,0.5,0.4286,0.8571,0.75,0.7222,1,0.7,0.6111,0.8,0.6667,0.5,0.6667,0.6667,0.5625,1,0.5,1,0.1667,0.5714,0.6,0.9091,0.7143,0.4,0.85,0.6429
"locus4549",1,1,1,0.9091,1,1,1,0.8889,1,0.9375,0.9545,1,1,0.9375,0.6667,1,1,0.8333,0.7857,0.8333,0.6429,0.9545,1,0.4,1,1
"locus4550",0.875,0.625,0.6667,0.6364,0.5625,0.6818,1,0.7778,0.8636,0.6875,0.5909,1,0.6875,0.8125,0.6364,0.9545,0.875,0.8333,0.5714,0.8889,1,0.9091,0.7222,0.7857,0.6364,0.85
"locus4551",1,1,1,1,1,1,0.7,0.8889,0.8182,1,1,1,1,0.8125,1,0.85,1,1,1,1,1,1,1,1,1,1
"locus4552",1,0.8571,0.95,1,0.6667,0.7727,1,0.9444,1,0.9286,0.9091,1,0.95,1,0.9091,0.9545,1,1,1,1,0.9286,0.85,1,1,0.9091,0.9545
"locus4553",0.7273,0.5,0.4444,0.5,0.6667,0.7778,0.25,0.4167,0.5,0.5833,0.9375,0.6429,0.8333,0.75,0.5,0.65,0.6667,0.5,0.3333,0.7143,0.3333,0.6875,0.6,0.6,0.7143,0.3889
"locus4554",0.95,0.7857,0.5556,1,0.8889,1,NA,1,0.6364,1,1,1,1,0.8333,0.6818,1,0.8571,1,0.4286,0.3125,1,1,1,0.8333,0.85,0.9583
"locus4555",0.35,0.375,0.5,0.0909,0.7143,0.3333,0.2,0.3125,0.2222,0.25,0.35,0.1,0.5625,0.1,0.2917,0.3636,0,0.5,0.4167,0.25,0.1,0.4545,0.1111,0.2,0.2143,0.35
"locus4556",0.2917,0.7857,0.4,0.25,1,0.9583,NA,0.875,0.5455,0.8125,1,0.5714,1,0.5,0.5909,NA,0.6429,0.5,0.7857,0.25,0.4167,0.2143,0.5833,0.75,0.5,1
"locus4557",1,1,1,1,0.9444,0.9167,1,0.9375,1,1,1,1,1,1,1,1,1,1,1,1,0.7143,1,1,1,1,0.9167
"locus4558",1,0.8125,1,0.7273,0.8889,0.9583,1,0.9444,1,1,0.6364,0.875,0.7,1,1,1,1,1,1,1,1,1,1,1,0.9545,0.9583
"locus4559",0.5,0.6429,0.2778,0.65,0.5,0.5,0,0.5,0.45,0.4167,0.625,0.5,0.55,0.6875,0.4583,0.1429,0.6875,1,0.5714,0.5,0.4167,0.8,0.5,0.6667,0.5556,0.6
"locus4560",0.9167,0.9375,1,1,1,1,0.7,1,1,1,1,0.875,1,1,1,0.8333,1,1,1,0.9444,1,0.9545,0.95,1,1,1
"locus4561",0,0,0.15,0,0,0,0,0,0.0455,0.0625,0.0455,0,0,0,0.1818,0,0,0,0.0625,0,0,0,0,0.2,0,0
"locus4562",0.0909,0.8333,0.5,0,0.6667,0.75,0,0.8125,0.2143,0.3,0.8636,0.75,1,0.5,0.65,0.0455,0,0.1667,0.6,0.3571,0.75,0.0455,0.1429,0.5,0.6,0.75
"locus4563",0.0417,0.25,0.05,0.0455,0.625,0.5,0.1,0.1111,0.05,0,0.65,0,0.8125,0,0.125,0.1364,0.0556,0,0.0625,0,0.2143,0,0.2,0.25,0.3182,0.2273
"locus4564",0.3889,0.5,0.4286,0.5,0.4167,0.45,0,0.3333,0.2222,0.5,0.7143,0.4167,0.625,0.3333,0.45,0.4286,0.2,0.5,0.25,0.2778,0.6667,0.7,0.7,0.5,0.4,0.5
"locus4565",1,1,1,1,1,1,1,1,0.8182,1,1,1,1,0.875,1,1,0.75,1,1,0.9444,1,1,1,1,1,0.9583
"locus4566",0.95,0.9375,1,1,1,0.9583,1,1,1,1,0.6667,0.9375,0.9,1,0.9583,1,0.8889,1,0.9375,1,1,1,1,0.95,1,0.9583
"locus4567",1,0.8333,1,0.9091,1,0.9167,1,1,1,0.75,0.9545,1,0.85,0.9375,1,1,1,1,1,1,1,0.9545,0.95,0.7778,1,1
"locus4568",1,1,1,1,1,1,1,0.9444,1,1,0.9545,0.9375,1,1,0.9545,1,1,0.8333,1,1,0.9167,0.45,1,0.95,1,0.5455
"locus4569",1,0.875,1,1,1,1,NA,1,1,1,1,1,0.8,1,1,1,1,1,0.9375,0.7778,1,1,1,1,1,1
"locus4570",1,0.75,1,0.9545,0.6875,0.75,1,1,1,1,0.7778,1,1,0.875,0.9583,1,1,1,1,1,1,1,0.7,1,0.9545,0.9583
"locus4571",1,0.875,0.9,0.9091,1,0.9583,1,0.8125,0.7727,0.9375,1,0.75,1,0.7143,0.7917,1,0.9375,0.6667,0.75,0.9444,0.7857,0.9091,0.9,0.8125,0.9091,0.85
"locus4572",1,1,0.9,1,1,1,1,1,0.7727,1,1,0.875,1,0.9375,0.9167,1,0.8889,1,0.9286,0.8333,1,1,0.95,1,1,1
"locus4573",1,0.9375,0.9,1,0.7778,0.8333,1,1,0.8182,1,0.9545,1,1,0.8125,0.9583,0.9545,1,1,0.875,0.7778,1,1,0.95,1,1,1
"locus4574",0.9583,0.9375,1,1,1,1,0.5,0.8333,1,1,0.9545,1,1,1,1,0.6111,0.9444,1,1,0.9444,1,1,1,0.95,1,1
"locus4575",1,0.6875,1,0.75,1,0.9167,1,1,1,1,0.9545,1,1,1,1,1,1,1,1,1,1,1,0.95,0.8889,0.9545,1
"locus4576",0.1364,0,0,0,0,0,0.125,0.0556,0.2273,0.1667,0.0455,0.0625,0.05,0.1875,0.1364,0.5714,0.1111,0,0.0714,0.2857,0,0.2,0.05,0.2222,0,0
"locus4577",0.0417,0,0.1,0.0909,0.2222,0.0833,0,0.1111,0.0455,0,0.0455,0.0625,0,0.0714,0,0,0,0,0.125,0,0.2143,0.0455,0,0,0,0.1667
"locus4578",0.7727,0.9375,0.85,0.5,1,0.9167,1,1,0.8182,1,0.9545,0.9375,1,0.8571,0.9,0.9545,0.7778,0.8333,0.875,0.9444,1,0.5556,0.8333,0.9,1,0.9091
"locus4579",1,0.9375,1,1,0.8889,0.875,1,1,1,0.9375,0.9375,1,0.75,1,1,1,1,0.8333,1,1,1,1,1,1,1,0.9583
"locus4580",0.9167,1,1,0.8636,1,0.9583,1,1,1,1,1,1,1,1,1,1,1,0.8333,1,1,1,0.9545,0.95,1,0.9091,0.9167
